almacen_id,almacen_nombre,ciudad_nombre,mes,temp_promedio_mes,temp_promedio_mes_anterior,variacion_vs_mes_anterior,media_movil_3_meses,desviacion_estandar_almacen,ranking_estabilidad_ciudad
3,Planta Bogotá 2,Bogotá,2026-06-01,-18.430000,-20.710000,2.280000,-19.790000,2.2200000000000002,2
3,Planta Bogotá 2,Bogotá,2026-07-01,-19.750000,-18.430000,-1.320000,-19.630000,2.2200000000000002,2
3,Planta Bogotá 2,Bogotá,2026-08-01,-25.400000,-19.750000,-5.650000,-21.190000,2.2200000000000002,2
6,Unidad de Salud Bucaramanga 15,Bucaramanga,2026-02-01,5.700000,NULL,NULL,5.700000,0.52000000000000002,1
6,Unidad de Salud Bucaramanga 15,Bucaramanga,2026-03-01,4.950000,5.700000,-.750000,5.330000,0.52000000000000002,1
6,Unidad de Salud Bucaramanga 15,Bucaramanga,2026-04-01,5.200000,4.950000,.250000,5.280000,0.52000000000000002,1
6,Unidad de Salud Bucaramanga 15,Bucaramanga,2026-05-01,4.530000,5.200000,-.680000,4.890000,0.52000000000000002,1
6,Unidad de Salud Bucaramanga 15,Bucaramanga,2026-06-01,4.240000,4.530000,-.290000,4.650000,0.52000000000000002,1
6,Unidad de Salud Bucaramanga 15,Bucaramanga,2026-07-01,5.510000,4.240000,1.280000,4.760000,0.52000000000000002,1
4,Planta Bucaramanga 20,Bucaramanga,2026-02-01,5.050000,NULL,NULL,5.050000,0.66000000000000003,2
4,Planta Bucaramanga 20,Bucaramanga,2026-03-01,5.730000,5.050000,.680000,5.390000,0.66000000000000003,2
4,Planta Bucaramanga 20,Bucaramanga,2026-04-01,4.460000,5.730000,-1.270000,5.080000,0.66000000000000003,2
4,Planta Bucaramanga 20,Bucaramanga,2026-05-01,5.140000,4.460000,.680000,5.110000,0.66000000000000003,2
4,Planta Bucaramanga 20,Bucaramanga,2026-06-01,3.870000,5.140000,-1.270000,4.490000,0.66000000000000003,2
4,Planta Bucaramanga 20,Bucaramanga,2026-07-01,4.000000,3.870000,.130000,4.340000,0.66000000000000003,2
5,Planta Bucaramanga 23,Bucaramanga,2026-02-01,-21.350000,NULL,NULL,-21.350000,0.84999999999999998,3
5,Planta Bucaramanga 23,Bucaramanga,2026-03-01,-20.280000,-21.350000,1.070000,-20.820000,0.84999999999999998,3
5,Planta Bucaramanga 23,Bucaramanga,2026-04-01,-19.560000,-20.280000,.730000,-20.400000,0.84999999999999998,3
5,Planta Bucaramanga 23,Bucaramanga,2026-05-01,-19.200000,-19.560000,.360000,-19.680000,0.84999999999999998,3
5,Planta Bucaramanga 23,Bucaramanga,2026-06-01,-19.350000,-19.200000,-.150000,-19.370000,0.84999999999999998,3
5,Planta Bucaramanga 23,Bucaramanga,2026-07-01,-18.780000,-19.350000,.580000,-19.110000,0.84999999999999998,3
8,CEDI Cartagena 12,Cartagena,2026-02-01,4.920000,NULL,NULL,4.920000,0.81000000000000005,1
8,CEDI Cartagena 12,Cartagena,2026-03-01,6.180000,4.920000,1.260000,5.550000,0.81000000000000005,1
8,CEDI Cartagena 12,Cartagena,2026-04-01,5.070000,6.180000,-1.110000,5.390000,0.81000000000000005,1
8,CEDI Cartagena 12,Cartagena,2026-05-01,4.160000,5.070000,-.900000,5.140000,0.81000000000000005,1
8,CEDI Cartagena 12,Cartagena,2026-06-01,4.280000,4.160000,.120000,4.500000,0.81000000000000005,1
8,CEDI Cartagena 12,Cartagena,2026-07-01,6.190000,4.280000,1.910000,4.880000,0.81000000000000005,1
7,CEDI Cartagena 1,Cartagena,2026-02-01,-17.150000,NULL,NULL,-17.150000,1.6200000000000001,2
7,CEDI Cartagena 1,Cartagena,2026-03-01,-18.470000,-17.150000,-1.320000,-17.810000,1.6200000000000001,2
7,CEDI Cartagena 1,Cartagena,2026-04-01,-20.230000,-18.470000,-1.760000,-18.610000,1.6200000000000001,2
7,CEDI Cartagena 1,Cartagena,2026-05-01,-20.850000,-20.230000,-.630000,-19.850000,1.6200000000000001,2
7,CEDI Cartagena 1,Cartagena,2026-06-01,-20.910000,-20.850000,-.060000,-20.660000,1.6200000000000001,2
7,CEDI Cartagena 1,Cartagena,2026-07-01,-18.410000,-20.910000,2.500000,-20.060000,1.6200000000000001,2
7,CEDI Cartagena 1,Cartagena,2026-08-01,-22.050000,-18.410000,-3.640000,-20.460000,1.6200000000000001,2
9,Planta Cúcuta 21,Cúcuta,2026-02-01,19.840000,NULL,NULL,19.840000,1.1299999999999999,1
9,Planta Cúcuta 21,Cúcuta,2026-03-01,18.730000,19.840000,-1.100000,19.290000,1.1299999999999999,1
9,Planta Cúcuta 21,Cúcuta,2026-04-01,21.650000,18.730000,2.920000,20.070000,1.1299999999999999,1
9,Planta Cúcuta 21,Cúcuta,2026-05-01,20.690000,21.650000,-.960000,20.360000,1.1299999999999999,1
9,Planta Cúcuta 21,Cúcuta,2026-06-01,19.170000,20.690000,-1.520000,20.500000,1.1299999999999999,1
9,Planta Cúcuta 21,Cúcuta,2026-07-01,18.430000,19.170000,-.740000,19.430000,1.1299999999999999,1
10,Planta Cúcuta 22,Cúcuta,2026-02-01,18.230000,NULL,NULL,18.230000,1.6799999999999999,2
10,Planta Cúcuta 22,Cúcuta,2026-03-01,19.570000,18.230000,1.340000,18.900000,1.6799999999999999,2
10,Planta Cúcuta 22,Cúcuta,2026-04-01,21.200000,19.570000,1.630000,19.660000,1.6799999999999999,2
10,Planta Cúcuta 22,Cúcuta,2026-05-01,17.760000,21.200000,-3.440000,19.510000,1.6799999999999999,2
10,Planta Cúcuta 22,Cúcuta,2026-06-01,21.480000,17.760000,3.720000,20.140000,1.6799999999999999,2
10,Planta Cúcuta 22,Cúcuta,2026-07-01,20.130000,21.480000,-1.340000,19.790000,1.6799999999999999,2
10,Planta Cúcuta 22,Cúcuta,2026-08-01,22.800000,20.130000,2.670000,21.470000,1.6799999999999999,2
11,CEDI Ibagué 17,Ibagué,2026-02-01,-19.100000,NULL,NULL,-19.100000,1.75,1
11,CEDI Ibagué 17,Ibagué,2026-03-01,-19.660000,-19.100000,-.560000,-19.380000,1.75,1
11,CEDI Ibagué 17,Ibagué,2026-04-01,-21.280000,-19.660000,-1.620000,-20.010000,1.75,1
11,CEDI Ibagué 17,Ibagué,2026-05-01,-19.530000,-21.280000,1.750000,-20.160000,1.75,1
11,CEDI Ibagué 17,Ibagué,2026-06-01,-20.760000,-19.530000,-1.230000,-20.520000,1.75,1
11,CEDI Ibagué 17,Ibagué,2026-07-01,-20.300000,-20.760000,.460000,-20.200000,1.75,1
11,CEDI Ibagué 17,Ibagué,2026-08-01,-24.700000,-20.300000,-4.400000,-21.920000,1.75,1
12,Planta Ibagué 14,Ibagué,2026-02-01,-21.600000,NULL,NULL,-21.600000,1.9299999999999999,2
12,Planta Ibagué 14,Ibagué,2026-03-01,-18.990000,-21.600000,2.610000,-20.290000,1.9299999999999999,2
12,Planta Ibagué 14,Ibagué,2026-04-01,-17.700000,-18.990000,1.290000,-19.430000,1.9299999999999999,2
12,Planta Ibagué 14,Ibagué,2026-05-01,-20.630000,-17.700000,-2.930000,-19.100000,1.9299999999999999,2
12,Planta Ibagué 14,Ibagué,2026-06-01,-20.270000,-20.630000,.360000,-19.530000,1.9299999999999999,2
12,Planta Ibagué 14,Ibagué,2026-07-01,-19.100000,-20.270000,1.170000,-20.000000,1.9299999999999999,2
12,Planta Ibagué 14,Ibagué,2026-08-01,-24.100000,-19.100000,-5.000000,-21.160000,1.9299999999999999,2
15,Planta Medellín 25,Medellín,2026-02-01,3.940000,NULL,NULL,3.940000,0.70999999999999996,1
15,Planta Medellín 25,Medellín,2026-03-01,5.700000,3.940000,1.760000,4.820000,0.70999999999999996,1
15,Planta Medellín 25,Medellín,2026-04-01,4.870000,5.700000,-.830000,4.840000,0.70999999999999996,1
15,Planta Medellín 25,Medellín,2026-05-01,5.330000,4.870000,.460000,5.300000,0.70999999999999996,1
15,Planta Medellín 25,Medellín,2026-06-01,6.300000,5.330000,.970000,5.500000,0.70999999999999996,1
15,Planta Medellín 25,Medellín,2026-07-01,4.850000,6.300000,-1.450000,5.490000,0.70999999999999996,1
15,Planta Medellín 25,Medellín,2026-08-01,4.650000,4.850000,-.200000,5.270000,0.70999999999999996,1
16,Unidad de Salud Medellín 18,Medellín,2026-02-01,-20.100000,NULL,NULL,-20.100000,0.92000000000000004,2
16,Unidad de Salud Medellín 18,Medellín,2026-03-01,-18.560000,-20.100000,1.540000,-19.330000,0.92000000000000004,2
16,Unidad de Salud Medellín 18,Medellín,2026-04-01,-17.840000,-18.560000,.710000,-18.830000,0.92000000000000004,2
16,Unidad de Salud Medellín 18,Medellín,2026-05-01,-19.110000,-17.840000,-1.260000,-18.500000,0.92000000000000004,2
16,Unidad de Salud Medellín 18,Medellín,2026-06-01,-20.170000,-19.110000,-1.060000,-19.040000,0.92000000000000004,2
16,Unidad de Salud Medellín 18,Medellín,2026-07-01,-20.300000,-20.170000,-.130000,-19.860000,0.92000000000000004,2
13,CEDI Medellín 16,Medellín,2026-02-01,4.730000,NULL,NULL,4.730000,1.48,3
13,CEDI Medellín 16,Medellín,2026-03-01,5.750000,4.730000,1.020000,5.240000,1.48,3
13,CEDI Medellín 16,Medellín,2026-04-01,4.600000,5.750000,-1.150000,5.030000,1.48,3
13,CEDI Medellín 16,Medellín,2026-05-01,3.830000,4.600000,-.770000,4.730000,1.48,3
13,CEDI Medellín 16,Medellín,2026-06-01,5.730000,3.830000,1.900000,4.720000,1.48,3
13,CEDI Medellín 16,Medellín,2026-07-01,1.540000,5.730000,-4.190000,3.700000,1.48,3
13,CEDI Medellín 16,Medellín,2026-08-01,6.250000,1.540000,4.710000,4.510000,1.48,3
14,CEDI Medellín 9,Medellín,2026-02-01,-18.100000,NULL,NULL,-18.100000,2.3799999999999999,4
14,CEDI Medellín 9,Medellín,2026-03-01,-18.560000,-18.100000,-.460000,-18.330000,2.3799999999999999,4
14,CEDI Medellín 9,Medellín,2026-04-01,-19.320000,-18.560000,-.760000,-18.660000,2.3799999999999999,4
14,CEDI Medellín 9,Medellín,2026-05-01,-19.180000,-19.320000,.140000,-19.020000,2.3799999999999999,4
14,CEDI Medellín 9,Medellín,2026-06-01,-17.730000,-19.180000,1.450000,-18.740000,2.3799999999999999,4
14,CEDI Medellín 9,Medellín,2026-07-01,-19.820000,-17.730000,-2.090000,-18.910000,2.3799999999999999,4
14,CEDI Medellín 9,Medellín,2026-08-01,-25.300000,-19.820000,-5.480000,-20.950000,2.3799999999999999,4
19,Planta Pereira 8,Pereira,2026-02-01,6.150000,NULL,NULL,6.150000,0.89000000000000001,1
19,Planta Pereira 8,Pereira,2026-03-01,4.280000,6.150000,-1.870000,5.220000,0.89000000000000001,1
19,Planta Pereira 8,Pereira,2026-04-01,5.650000,4.280000,1.370000,5.360000,0.89000000000000001,1
19,Planta Pereira 8,Pereira,2026-05-01,4.440000,5.650000,-1.210000,4.790000,0.89000000000000001,1
19,Planta Pereira 8,Pereira,2026-06-01,6.180000,4.440000,1.740000,5.420000,0.89000000000000001,1
19,Planta Pereira 8,Pereira,2026-07-01,4.060000,6.180000,-2.120000,4.890000,0.89000000000000001,1
17,Planta Pereira 4,Pereira,2026-02-01,20.020000,NULL,NULL,20.020000,1.27,2
17,Planta Pereira 4,Pereira,2026-03-01,20.630000,20.020000,.620000,20.320000,1.27,2
17,Planta Pereira 4,Pereira,2026-04-01,17.320000,20.630000,-3.310000,19.320000,1.27,2
17,Planta Pereira 4,Pereira,2026-05-01,21.270000,17.320000,3.950000,19.740000,1.27,2
17,Planta Pereira 4,Pereira,2026-06-01,18.970000,21.270000,-2.300000,19.180000,1.27,2
17,Planta Pereira 4,Pereira,2026-07-01,19.490000,18.970000,.520000,19.910000,1.27,2
21,Unidad de Salud Pereira 3,Pereira,2026-02-01,4.100000,NULL,NULL,4.100000,1.3,3
21,Unidad de Salud Pereira 3,Pereira,2026-03-01,5.400000,4.100000,1.300000,4.750000,1.3,3
21,Unidad de Salud Pereira 3,Pereira,2026-04-01,1.580000,5.400000,-3.830000,3.690000,1.3,3
21,Unidad de Salud Pereira 3,Pereira,2026-05-01,5.790000,1.580000,4.220000,4.260000,1.3,3
21,Unidad de Salud Pereira 3,Pereira,2026-06-01,4.400000,5.790000,-1.390000,3.920000,1.3,3
21,Unidad de Salud Pereira 3,Pereira,2026-07-01,5.310000,4.400000,.910000,5.170000,1.3,3
21,Unidad de Salud Pereira 3,Pereira,2026-08-01,4.600000,5.310000,-.710000,4.770000,1.3,3
18,Planta Pereira 7,Pereira,2026-02-01,19.030000,NULL,NULL,19.030000,1.53,4
18,Planta Pereira 7,Pereira,2026-03-01,17.960000,19.030000,-1.070000,18.490000,1.53,4
18,Planta Pereira 7,Pereira,2026-04-01,21.680000,17.960000,3.720000,19.550000,1.53,4
18,Planta Pereira 7,Pereira,2026-05-01,19.620000,21.680000,-2.060000,19.750000,1.53,4
18,Planta Pereira 7,Pereira,2026-06-01,19.330000,19.620000,-.290000,20.210000,1.53,4
18,Planta Pereira 7,Pereira,2026-07-01,21.190000,19.330000,1.860000,20.050000,1.53,4
18,Planta Pereira 7,Pereira,2026-08-01,22.600000,21.190000,1.410000,21.040000,1.53,4
20,Unidad de Salud Pereira 10,Pereira,2026-02-01,18.400000,NULL,NULL,18.400000,1.8899999999999999,5
20,Unidad de Salud Pereira 10,Pereira,2026-03-01,21.440000,18.400000,3.040000,19.920000,1.8899999999999999,5
20,Unidad de Salud Pereira 10,Pereira,2026-04-01,19.190000,21.440000,-2.250000,19.670000,1.8899999999999999,5
20,Unidad de Salud Pereira 10,Pereira,2026-05-01,23.610000,19.190000,4.430000,21.410000,1.8899999999999999,5
20,Unidad de Salud Pereira 10,Pereira,2026-06-01,21.360000,23.610000,-2.250000,21.390000,1.8899999999999999,5
20,Unidad de Salud Pereira 10,Pereira,2026-07-01,18.470000,21.360000,-2.900000,21.150000,1.8899999999999999,5
22,Unidad de Salud Santa Marta 24,Santa Marta,2026-02-01,5.600000,NULL,NULL,5.600000,0.37,1
22,Unidad de Salud Santa Marta 24,Santa Marta,2026-03-01,5.330000,5.600000,-.270000,5.470000,0.37,1
22,Unidad de Salud Santa Marta 24,Santa Marta,2026-04-01,5.180000,5.330000,-.150000,5.370000,0.37,1
22,Unidad de Salud Santa Marta 24,Santa Marta,2026-05-01,4.490000,5.180000,-.690000,5.000000,0.37,1
22,Unidad de Salud Santa Marta 24,Santa Marta,2026-06-01,5.500000,4.490000,1.010000,5.060000,0.37,1
22,Unidad de Salud Santa Marta 24,Santa Marta,2026-07-01,5.030000,5.500000,-.480000,5.000000,0.37,1
23,Unidad de Salud Santa Marta 6,Santa Marta,2026-02-01,-21.850000,NULL,NULL,-21.850000,1.1299999999999999,2
23,Unidad de Salud Santa Marta 6,Santa Marta,2026-03-01,-20.600000,-21.850000,1.250000,-21.230000,1.1299999999999999,2
23,Unidad de Salud Santa Marta 6,Santa Marta,2026-04-01,-21.340000,-20.600000,-.740000,-21.260000,1.1299999999999999,2
23,Unidad de Salud Santa Marta 6,Santa Marta,2026-05-01,-21.100000,-21.340000,.240000,-21.010000,1.1299999999999999,2
23,Unidad de Salud Santa Marta 6,Santa Marta,2026-06-01,-18.960000,-21.100000,2.140000,-20.470000,1.1299999999999999,2
23,Unidad de Salud Santa Marta 6,Santa Marta,2026-07-01,-18.960000,-18.960000,.000000,-19.670000,1.1299999999999999,2
24,CEDI Villavicencio 11,Villavicencio,2026-02-01,19.930000,NULL,NULL,19.930000,1.0800000000000001,1
24,CEDI Villavicencio 11,Villavicencio,2026-03-01,19.050000,19.930000,-.880000,19.490000,1.0800000000000001,1
24,CEDI Villavicencio 11,Villavicencio,2026-04-01,20.780000,19.050000,1.730000,19.920000,1.0800000000000001,1
24,CEDI Villavicencio 11,Villavicencio,2026-05-01,18.500000,20.780000,-2.280000,19.440000,1.0800000000000001,1
24,CEDI Villavicencio 11,Villavicencio,2026-06-01,19.240000,18.500000,.740000,19.510000,1.0800000000000001,1
24,CEDI Villavicencio 11,Villavicencio,2026-07-01,20.420000,19.240000,1.180000,19.390000,1.0800000000000001,1
24,CEDI Villavicencio 11,Villavicencio,2026-08-01,21.900000,20.420000,1.480000,20.520000,1.0800000000000001,1
25,CEDI Villavicencio 19,Villavicencio,2026-02-01,-17.110000,NULL,NULL,-17.110000,1.98,2
25,CEDI Villavicencio 19,Villavicencio,2026-03-01,-19.490000,-17.110000,-2.370000,-18.300000,1.98,2
25,CEDI Villavicencio 19,Villavicencio,2026-04-01,-20.450000,-19.490000,-.960000,-19.020000,1.98,2
25,CEDI Villavicencio 19,Villavicencio,2026-05-01,-21.300000,-20.450000,-.850000,-20.410000,1.98,2
25,CEDI Villavicencio 19,Villavicencio,2026-06-01,-19.740000,-21.300000,1.560000,-20.500000,1.98,2
25,CEDI Villavicencio 19,Villavicencio,2026-07-01,-17.370000,-19.740000,2.370000,-19.470000,1.98,2
25,CEDI Villavicencio 19,Villavicencio,2026-08-01,-15.300000,-17.370000,2.070000,-17.470000,1.98,2
