almacen_nombre,almacen_ciudad,almacen_tipo,lote_codigo,medicamento_nombre,cantidad_disponible
CEDI Cartagena 1,Cartagena,Centro de distribución,L69460,Bevacizumab Jarabe,1529
CEDI Cartagena 1,Cartagena,Centro de distribución,L70332,Desmopresina Jarabe,1285
CEDI Cartagena 1,Cartagena,Centro de distribución,L70552,Vacuna Hepatitis B Tableta,1927
CEDI Cartagena 1,Cartagena,Centro de distribución,L73156,Vacuna Neumococo Tableta,4944
CEDI Cartagena 1,Cartagena,Centro de distribución,L73372,Vacuna Polio Inactivada Jarabe,2252
CEDI Cartagena 1,Cartagena,Centro de distribución,L78327,Calcitonina Ampolla,2810
CEDI Cartagena 1,Cartagena,Centro de distribución,L78494,Somatostatina Vial,2204
CEDI Cartagena 1,Cartagena,Centro de distribución,L79066,Bevacizumab Jeringa prellenada,1367
CEDI Cartagena 1,Cartagena,Centro de distribución,L80702,Enoxaparina Ampolla,4043
CEDI Cartagena 1,Cartagena,Centro de distribución,L83920,Vacuna Hepatitis B Ampolla,228
CEDI Cartagena 1,Cartagena,Centro de distribución,L84963,Adalimumab Jeringa prellenada,3502
CEDI Cartagena 1,Cartagena,Centro de distribución,L86619,Vacuna DPT Tableta,1759
CEDI Cartagena 1,Cartagena,Centro de distribución,L95175,Vacuna Fiebre Amarilla Tableta,2239
CEDI Cartagena 1,Cartagena,Centro de distribución,L97500,Rituximab Jarabe,1033
CEDI Cartagena 12,Cartagena,Centro de distribución,L10800,Enoxaparina Jarabe,3900
CEDI Cartagena 12,Cartagena,Centro de distribución,L14705,Vacuna Hepatitis B Tableta,2134
CEDI Cartagena 12,Cartagena,Centro de distribución,L19602,Heparina Sódica Tableta,2592
CEDI Cartagena 12,Cartagena,Centro de distribución,L26334,Enoxaparina Tableta,1092
CEDI Cartagena 12,Cartagena,Centro de distribución,L39219,Toxina Botulínica Jeringa prellenada,4156
CEDI Cartagena 12,Cartagena,Centro de distribución,L40775,Heparina Sódica Tableta,688
CEDI Cartagena 12,Cartagena,Centro de distribución,L48652,Vacuna Varicela Ampolla,3047
CEDI Cartagena 12,Cartagena,Centro de distribución,L49651,Vacuna Hepatitis B Tableta,2136
CEDI Cartagena 12,Cartagena,Centro de distribución,L49893,Toxina Botulínica Tableta,3897
CEDI Cartagena 12,Cartagena,Centro de distribución,L50846,Enoxaparina Suspensión inyectable,2738
CEDI Cartagena 12,Cartagena,Centro de distribución,L54092,Adalimumab Jeringa prellenada,2670
CEDI Cartagena 12,Cartagena,Centro de distribución,L60277,Filgrastim Suspensión inyectable,3430
CEDI Cartagena 12,Cartagena,Centro de distribución,L61116,Adalimumab Suspensión inyectable,787
CEDI Cartagena 12,Cartagena,Centro de distribución,L64008,Vacuna Varicela Ampolla,1506
CEDI Cartagena 12,Cartagena,Centro de distribución,L66450,Enoxaparina Suspensión inyectable,382
CEDI Cartagena 12,Cartagena,Centro de distribución,L66531,Vacuna Polio Inactivada Tableta,245
CEDI Cartagena 12,Cartagena,Centro de distribución,L68138,Bevacizumab Jeringa prellenada,3662
CEDI Cartagena 12,Cartagena,Centro de distribución,L71433,Heparina Sódica Jarabe,162
CEDI Cartagena 12,Cartagena,Centro de distribución,L74251,Bevacizumab Jarabe,4167
CEDI Cartagena 12,Cartagena,Centro de distribución,L75771,Vacuna Varicela Ampolla,4814
CEDI Cartagena 12,Cartagena,Centro de distribución,L77952,Vacuna Varicela Jarabe,2663
CEDI Cartagena 12,Cartagena,Centro de distribución,L78494,Somatostatina Vial,2451
CEDI Cartagena 12,Cartagena,Centro de distribución,L82544,Vacuna Meningococo Jarabe,3356
CEDI Cartagena 12,Cartagena,Centro de distribución,L85243,Vacuna Fiebre Amarilla Jarabe,655
CEDI Cartagena 12,Cartagena,Centro de distribución,L86435,Eritropoyetina Jarabe,3673
CEDI Cartagena 12,Cartagena,Centro de distribución,L86858,Rituximab Suspensión inyectable,3133
CEDI Cartagena 12,Cartagena,Centro de distribución,L89730,Vacuna Varicela Jeringa prellenada,1436
CEDI Cartagena 12,Cartagena,Centro de distribución,L90676,Vacuna Fiebre Amarilla Ampolla,1839
CEDI Cartagena 12,Cartagena,Centro de distribución,L91927,Vacuna DPT Tableta,1954
CEDI Cartagena 12,Cartagena,Centro de distribución,L93066,Heparina Sódica Tableta,3557
CEDI Cartagena 12,Cartagena,Centro de distribución,L93611,Rituximab Jarabe,2265
CEDI Cartagena 12,Cartagena,Centro de distribución,L94246,Vacuna Rotavirus Vial,4427
CEDI Cartagena 12,Cartagena,Centro de distribución,L94323,Somatostatina Suspensión inyectable,1745
CEDI Cartagena 12,Cartagena,Centro de distribución,L95841,Bevacizumab Jarabe,2826
CEDI Cartagena 12,Cartagena,Centro de distribución,L96079,Vacuna Triple Viral Tableta,3441
CEDI Cartagena 12,Cartagena,Centro de distribución,L97012,Infliximab Suspensión inyectable,4379
CEDI Cartagena 12,Cartagena,Centro de distribución,L98184,Vacuna COVID-19 Jarabe,2807
CEDI Cartagena 12,Cartagena,Centro de distribución,L99687,Adalimumab Suspensión inyectable,3622
CEDI Ibagué 17,Ibagué,Centro de distribución,L12875,Etanercept Tableta,356
CEDI Ibagué 17,Ibagué,Centro de distribución,L13534,Vacuna Polio Inactivada Jarabe,2369
CEDI Ibagué 17,Ibagué,Centro de distribución,L15482,Filgrastim Jeringa prellenada,3398
CEDI Ibagué 17,Ibagué,Centro de distribución,L25292,Toxina Botulínica Jarabe,2346
CEDI Ibagué 17,Ibagué,Centro de distribución,L29313,Desmopresina Jarabe,1707
CEDI Ibagué 17,Ibagué,Centro de distribución,L31299,Vacuna COVID-19 Jarabe,2403
CEDI Ibagué 17,Ibagué,Centro de distribución,L39038,Vacuna Neumococo Vial,4282
CEDI Ibagué 17,Ibagué,Centro de distribución,L40005,Desmopresina Tableta,2564
CEDI Ibagué 17,Ibagué,Centro de distribución,L40775,Heparina Sódica Tableta,2764
CEDI Ibagué 17,Ibagué,Centro de distribución,L41890,Vacuna Hepatitis B Suspensión inyectable,125
CEDI Ibagué 17,Ibagué,Centro de distribución,L46208,Filgrastim Jarabe,4606
CEDI Ibagué 17,Ibagué,Centro de distribución,L46666,Toxina Botulínica Jarabe,872
CEDI Ibagué 17,Ibagué,Centro de distribución,L48680,Desmopresina Tableta,4167
CEDI Ibagué 17,Ibagué,Centro de distribución,L49618,Vacuna Fiebre Amarilla Ampolla,795
CEDI Ibagué 17,Ibagué,Centro de distribución,L49651,Vacuna Hepatitis B Tableta,255
CEDI Ibagué 17,Ibagué,Centro de distribución,L55890,Trastuzumab Tableta,2747
CEDI Ibagué 17,Ibagué,Centro de distribución,L58843,Heparina Sódica Tableta,3251
CEDI Ibagué 17,Ibagué,Centro de distribución,L59808,Vacuna Polio Inactivada Jarabe,3389
CEDI Ibagué 17,Ibagué,Centro de distribución,L59968,Vacuna Meningococo Jarabe,1801
CEDI Ibagué 17,Ibagué,Centro de distribución,L62383,Eritropoyetina Jarabe,4421
CEDI Ibagué 17,Ibagué,Centro de distribución,L66349,Enoxaparina Jarabe,4478
CEDI Ibagué 17,Ibagué,Centro de distribución,L69460,Bevacizumab Jarabe,4835
CEDI Ibagué 17,Ibagué,Centro de distribución,L71069,Vacuna Hepatitis B Tableta,4430
CEDI Ibagué 17,Ibagué,Centro de distribución,L71385,Vacuna Hepatitis B Ampolla,1863
CEDI Ibagué 17,Ibagué,Centro de distribución,L75771,Vacuna Varicela Ampolla,2028
CEDI Ibagué 17,Ibagué,Centro de distribución,L77889,Vacuna Fiebre Amarilla Ampolla,2670
CEDI Ibagué 17,Ibagué,Centro de distribución,L79827,Enoxaparina Jarabe,3553
CEDI Ibagué 17,Ibagué,Centro de distribución,L86019,Insulina NPH Ampolla,2954
CEDI Ibagué 17,Ibagué,Centro de distribución,L86350,Enoxaparina Suspensión inyectable,895
CEDI Ibagué 17,Ibagué,Centro de distribución,L87812,Infliximab Suspensión inyectable,2930
CEDI Ibagué 17,Ibagué,Centro de distribución,L90676,Vacuna Fiebre Amarilla Ampolla,3659
CEDI Ibagué 17,Ibagué,Centro de distribución,L96079,Vacuna Triple Viral Tableta,3743
CEDI Ibagué 17,Ibagué,Centro de distribución,L96951,Adalimumab Suspensión inyectable,3915
CEDI Ibagué 17,Ibagué,Centro de distribución,L97500,Rituximab Jarabe,3480
CEDI Medellín 16,Medellín,Centro de distribución,L13804,Bevacizumab Jeringa prellenada,4581
CEDI Medellín 16,Medellín,Centro de distribución,L15965,Calcitonina Ampolla,1711
CEDI Medellín 16,Medellín,Centro de distribución,L16629,Enoxaparina Ampolla,957
CEDI Medellín 16,Medellín,Centro de distribución,L19961,Desmopresina Jarabe,2366
CEDI Medellín 16,Medellín,Centro de distribución,L24996,Heparina Sódica Tableta,4107
CEDI Medellín 16,Medellín,Centro de distribución,L29340,Rituximab Ampolla,4429
CEDI Medellín 16,Medellín,Centro de distribución,L31299,Vacuna COVID-19 Jarabe,190
CEDI Medellín 16,Medellín,Centro de distribución,L32838,Enoxaparina Ampolla,1618
CEDI Medellín 16,Medellín,Centro de distribución,L32962,Insulina NPH Suspensión inyectable,3876
CEDI Medellín 16,Medellín,Centro de distribución,L33086,Insulina NPH Ampolla,2571
CEDI Medellín 16,Medellín,Centro de distribución,L33834,Vacuna Varicela Jeringa prellenada,4441
CEDI Medellín 16,Medellín,Centro de distribución,L39219,Toxina Botulínica Jeringa prellenada,4370
CEDI Medellín 16,Medellín,Centro de distribución,L42411,Vacuna Influenza Ampolla,162
CEDI Medellín 16,Medellín,Centro de distribución,L43862,Vacuna Papiloma Humano Tableta,1635
CEDI Medellín 16,Medellín,Centro de distribución,L44687,Vacuna DPT Suspensión inyectable,2715
CEDI Medellín 16,Medellín,Centro de distribución,L45665,Vacuna Rotavirus Vial,2198
CEDI Medellín 16,Medellín,Centro de distribución,L48680,Desmopresina Tableta,4250
CEDI Medellín 16,Medellín,Centro de distribución,L48974,Infliximab Vial,2448
CEDI Medellín 16,Medellín,Centro de distribución,L49618,Vacuna Fiebre Amarilla Ampolla,2387
CEDI Medellín 16,Medellín,Centro de distribución,L50319,Vacuna Fiebre Amarilla Suspensión inyectable,788
CEDI Medellín 16,Medellín,Centro de distribución,L55890,Trastuzumab Tableta,1633
CEDI Medellín 16,Medellín,Centro de distribución,L56025,Calcitonina Ampolla,974
CEDI Medellín 16,Medellín,Centro de distribución,L56955,Vacuna Fiebre Amarilla Jarabe,822
CEDI Medellín 16,Medellín,Centro de distribución,L58629,Somatostatina Suspensión inyectable,4852
CEDI Medellín 16,Medellín,Centro de distribución,L60277,Filgrastim Suspensión inyectable,2006
CEDI Medellín 16,Medellín,Centro de distribución,L63955,Rituximab Ampolla,1498
CEDI Medellín 16,Medellín,Centro de distribución,L64008,Vacuna Varicela Ampolla,2942
CEDI Medellín 16,Medellín,Centro de distribución,L65069,Rituximab Suspensión inyectable,713
CEDI Medellín 16,Medellín,Centro de distribución,L67154,Insulina NPH Suspensión inyectable,1593
CEDI Medellín 16,Medellín,Centro de distribución,L67199,Enoxaparina Tableta,219
CEDI Medellín 16,Medellín,Centro de distribución,L67654,Calcitonina Ampolla,4429
CEDI Medellín 16,Medellín,Centro de distribución,L67954,Infliximab Vial,4954
CEDI Medellín 16,Medellín,Centro de distribución,L68138,Bevacizumab Jeringa prellenada,3862
CEDI Medellín 16,Medellín,Centro de distribución,L69600,Heparina Sódica Jarabe,3804
CEDI Medellín 16,Medellín,Centro de distribución,L71894,Vacuna Meningococo Tableta,136
CEDI Medellín 16,Medellín,Centro de distribución,L73335,Vacuna Polio Inactivada Jeringa prellenada,695
CEDI Medellín 16,Medellín,Centro de distribución,L75771,Vacuna Varicela Ampolla,4961
CEDI Medellín 16,Medellín,Centro de distribución,L81376,Vacuna Hepatitis B Ampolla,739
CEDI Medellín 16,Medellín,Centro de distribución,L82848,Calcitonina Ampolla,2816
CEDI Medellín 16,Medellín,Centro de distribución,L85470,Insulina NPH Jarabe,3528
CEDI Medellín 16,Medellín,Centro de distribución,L85748,Trastuzumab Tableta,2170
CEDI Medellín 16,Medellín,Centro de distribución,L86619,Vacuna DPT Tableta,356
CEDI Medellín 16,Medellín,Centro de distribución,L86858,Rituximab Suspensión inyectable,3642
CEDI Medellín 16,Medellín,Centro de distribución,L86931,Adalimumab Suspensión inyectable,189
CEDI Medellín 16,Medellín,Centro de distribución,L89570,Bevacizumab Jeringa prellenada,4135
CEDI Medellín 16,Medellín,Centro de distribución,L89822,Vacuna Influenza Ampolla,291
CEDI Medellín 16,Medellín,Centro de distribución,L93307,Vacuna Polio Inactivada Tableta,4807
CEDI Medellín 16,Medellín,Centro de distribución,L94896,Heparina Sódica Jarabe,3375
CEDI Medellín 16,Medellín,Centro de distribución,L97500,Rituximab Jarabe,522
CEDI Medellín 16,Medellín,Centro de distribución,L97819,Rituximab Ampolla,1898
CEDI Medellín 16,Medellín,Centro de distribución,L98039,Filgrastim Jeringa prellenada,1118
CEDI Medellín 9,Medellín,Centro de distribución,L14705,Vacuna Hepatitis B Tableta,412
CEDI Medellín 9,Medellín,Centro de distribución,L19508,Enoxaparina Tableta,2945
CEDI Medellín 9,Medellín,Centro de distribución,L24996,Heparina Sódica Tableta,1715
CEDI Medellín 9,Medellín,Centro de distribución,L25906,Infliximab Tableta,1604
CEDI Medellín 9,Medellín,Centro de distribución,L28643,Vacuna COVID-19 Suspensión inyectable,4391
CEDI Medellín 9,Medellín,Centro de distribución,L31632,Vacuna Hepatitis B Suspensión inyectable,427
CEDI Medellín 9,Medellín,Centro de distribución,L35144,Filgrastim Jeringa prellenada,1608
CEDI Medellín 9,Medellín,Centro de distribución,L38760,Bevacizumab Jeringa prellenada,1421
CEDI Medellín 9,Medellín,Centro de distribución,L39949,Desmopresina Suspensión inyectable,3497
CEDI Medellín 9,Medellín,Centro de distribución,L40775,Heparina Sódica Tableta,3692
CEDI Medellín 9,Medellín,Centro de distribución,L41285,Enoxaparina Tableta,3142
CEDI Medellín 9,Medellín,Centro de distribución,L43065,Bevacizumab Jarabe,255
CEDI Medellín 9,Medellín,Centro de distribución,L45818,Filgrastim Ampolla,4897
CEDI Medellín 9,Medellín,Centro de distribución,L49251,Vacuna Fiebre Amarilla Suspensión inyectable,4002
CEDI Medellín 9,Medellín,Centro de distribución,L50319,Vacuna Fiebre Amarilla Suspensión inyectable,3127
CEDI Medellín 9,Medellín,Centro de distribución,L62976,Vacuna Hepatitis B Ampolla,2104
CEDI Medellín 9,Medellín,Centro de distribución,L68115,Vacuna DPT Suspensión inyectable,1548
CEDI Medellín 9,Medellín,Centro de distribución,L70552,Vacuna Hepatitis B Tableta,555
CEDI Medellín 9,Medellín,Centro de distribución,L71894,Vacuna Meningococo Tableta,1424
CEDI Medellín 9,Medellín,Centro de distribución,L72422,Filgrastim Jarabe,3449
CEDI Medellín 9,Medellín,Centro de distribución,L75597,Vacuna COVID-19 Suspensión inyectable,4511
CEDI Medellín 9,Medellín,Centro de distribución,L78327,Calcitonina Ampolla,496
CEDI Medellín 9,Medellín,Centro de distribución,L79827,Enoxaparina Jarabe,776
CEDI Medellín 9,Medellín,Centro de distribución,L84963,Adalimumab Jeringa prellenada,675
CEDI Medellín 9,Medellín,Centro de distribución,L86858,Rituximab Suspensión inyectable,167
CEDI Medellín 9,Medellín,Centro de distribución,L90676,Vacuna Fiebre Amarilla Ampolla,1146
CEDI Medellín 9,Medellín,Centro de distribución,L91927,Vacuna DPT Tableta,3259
CEDI Medellín 9,Medellín,Centro de distribución,L93066,Heparina Sódica Tableta,2024
CEDI Medellín 9,Medellín,Centro de distribución,L93283,Filgrastim Jarabe,3644
CEDI Medellín 9,Medellín,Centro de distribución,L93507,Filgrastim Jeringa prellenada,1841
CEDI Medellín 9,Medellín,Centro de distribución,L95215,Somatostatina Vial,684
CEDI Medellín 9,Medellín,Centro de distribución,L97207,Vacuna Papiloma Humano Tableta,4364
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L15778,Calcitonina Ampolla,3517
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L21188,Desmopresina Tableta,703
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L23022,Vacuna Polio Inactivada Tableta,1335
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L24996,Heparina Sódica Tableta,4662
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L25906,Infliximab Tableta,4555
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L30006,Enoxaparina Suspensión inyectable,2444
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L33405,Vacuna DPT Tableta,3527
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L38361,Vacuna Varicela Jarabe,1642
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L38760,Bevacizumab Jeringa prellenada,1436
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L39817,Vacuna Triple Viral Jeringa prellenada,3244
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L40775,Heparina Sódica Tableta,989
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L41266,Vacuna Triple Viral Tableta,555
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L41890,Vacuna Hepatitis B Suspensión inyectable,1610
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L43092,Vacuna Fiebre Amarilla Jeringa prellenada,2889
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L43862,Vacuna Papiloma Humano Tableta,3960
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L45818,Filgrastim Ampolla,1921
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L51467,Insulina NPH Vial,3820
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L61717,Desmopresina Tableta,1530
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L62184,Vacuna Triple Viral Suspensión inyectable,3460
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L62383,Eritropoyetina Jarabe,2962
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L67954,Infliximab Vial,3824
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L68991,Vacuna Meningococo Jarabe,2046
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L71894,Vacuna Meningococo Tableta,4941
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L72518,Adalimumab Jeringa prellenada,2953
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L73156,Vacuna Neumococo Tableta,3606
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L73372,Vacuna Polio Inactivada Jarabe,4486
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L77952,Vacuna Varicela Jarabe,4483
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L78327,Calcitonina Ampolla,1390
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L79531,Desmopresina Tableta,4767
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L82340,Rituximab Ampolla,707
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L82544,Vacuna Meningococo Jarabe,1042
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L83920,Vacuna Hepatitis B Ampolla,4732
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L88193,Trastuzumab Tableta,728
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L91381,Vacuna Varicela Jarabe,681
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L92544,Bevacizumab Jarabe,3970
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L93307,Vacuna Polio Inactivada Tableta,487
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L93611,Rituximab Jarabe,3837
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L96356,Vacuna Fiebre Amarilla Suspensión inyectable,4345
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L97500,Rituximab Jarabe,2643
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L98039,Filgrastim Jeringa prellenada,11
CEDI Villavicencio 11,Villavicencio,Centro de distribución,L98452,Trastuzumab Tableta,3460
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L13534,Vacuna Polio Inactivada Jarabe,1
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L14373,Infliximab Vial,4189
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L15075,Adalimumab Jeringa prellenada,4602
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L15482,Filgrastim Jeringa prellenada,1203
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L19120,Vacuna Hepatitis B Suspensión inyectable,4988
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L20350,Vacuna Fiebre Amarilla Ampolla,4115
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L25129,Vacuna DPT Tableta,263
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L25292,Toxina Botulínica Jarabe,838
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L25906,Infliximab Tableta,827
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L28894,Vacuna Fiebre Amarilla Jarabe,800
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L31299,Vacuna COVID-19 Jarabe,1420
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L32782,Vacuna COVID-19 Jarabe,4469
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L40005,Desmopresina Tableta,4086
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L45018,Vacuna Neumococo Vial,4010
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L46930,Vacuna COVID-19 Suspensión inyectable,2530
