"ALMACEN_ID","ALMACEN_NOMBRE","CIUDAD_NOMBRE","MES","TEMP_PROMEDIO_MES","TEMP_PROMEDIO_MES_ANTERIOR","VARIACION_VS_MES_ANTERIOR","MEDIA_MOVIL_3_MESES","DESVIACION_ESTANDAR_ALMACEN","RANKING_ESTABILIDAD_CIUDAD"
9,"CEDI Ibagué 17","Ibagué","01-MAY-26",-19.53,-21.28,1.75,-20.16,1.75,1
9,"CEDI Ibagué 17","Ibagué","01-JUN-26",-20.76,-19.53,-1.23,-20.52,1.75,1
9,"CEDI Ibagué 17","Ibagué","01-JUL-26",-20.3,-20.76,.46,-20.2,1.75,1
9,"CEDI Ibagué 17","Ibagué","01-AUG-26",-24.7,-20.3,-4.4,-21.92,1.75,1
1,"Planta Ibagué 14","Ibagué","01-FEB-26",-21.6,,,-21.6,1.93,2
1,"Planta Ibagué 14","Ibagué","01-MAR-26",-18.99,-21.6,2.61,-20.29,1.93,2
1,"Planta Ibagué 14","Ibagué","01-APR-26",-17.7,-18.99,1.29,-19.43,1.93,2
1,"Planta Ibagué 14","Ibagué","01-MAY-26",-20.63,-17.7,-2.93,-19.1,1.93,2
1,"Planta Ibagué 14","Ibagué","01-JUN-26",-20.27,-20.63,.36,-19.53,1.93,2
1,"Planta Ibagué 14","Ibagué","01-JUL-26",-19.1,-20.27,1.17,-20,1.93,2
1,"Planta Ibagué 14","Ibagué","01-AUG-26",-24.1,-19.1,-5,-21.16,1.93,2
8,"Planta Medellín 25","Medellín","01-FEB-26",3.94,,,3.94,.71,1
8,"Planta Medellín 25","Medellín","01-MAR-26",5.7,3.94,1.76,4.82,.71,1
8,"Planta Medellín 25","Medellín","01-APR-26",4.87,5.7,-.83,4.84,.71,1
8,"Planta Medellín 25","Medellín","01-MAY-26",5.33,4.87,.46,5.3,.71,1
8,"Planta Medellín 25","Medellín","01-JUN-26",6.3,5.33,.97,5.5,.71,1
8,"Planta Medellín 25","Medellín","01-JUL-26",4.85,6.3,-1.45,5.49,.71,1
8,"Planta Medellín 25","Medellín","01-AUG-26",4.65,4.85,-.2,5.27,.71,1
24,"Unidad de Salud Medellín 18","Medellín","01-FEB-26",-20.1,,,-20.1,.92,2
24,"Unidad de Salud Medellín 18","Medellín","01-MAR-26",-18.56,-20.1,1.54,-19.33,.92,2
24,"Unidad de Salud Medellín 18","Medellín","01-APR-26",-17.84,-18.56,.71,-18.83,.92,2
24,"Unidad de Salud Medellín 18","Medellín","01-MAY-26",-19.11,-17.84,-1.26,-18.5,.92,2
24,"Unidad de Salud Medellín 18","Medellín","01-JUN-26",-20.17,-19.11,-1.06,-19.04,.92,2
24,"Unidad de Salud Medellín 18","Medellín","01-JUL-26",-20.3,-20.17,-.13,-19.86,.92,2
21,"CEDI Medellín 16","Medellín","01-FEB-26",4.73,,,4.73,1.48,3
21,"CEDI Medellín 16","Medellín","01-MAR-26",5.75,4.73,1.02,5.24,1.48,3
21,"CEDI Medellín 16","Medellín","01-APR-26",4.6,5.75,-1.15,5.03,1.48,3
21,"CEDI Medellín 16","Medellín","01-MAY-26",3.83,4.6,-.77,4.73,1.48,3
21,"CEDI Medellín 16","Medellín","01-JUN-26",5.73,3.83,1.9,4.72,1.48,3
21,"CEDI Medellín 16","Medellín","01-JUL-26",1.54,5.73,-4.19,3.7,1.48,3
21,"CEDI Medellín 16","Medellín","01-AUG-26",6.25,1.54,4.71,4.51,1.48,3
10,"CEDI Medellín 9","Medellín","01-FEB-26",-18.1,,,-18.1,2.38,4
10,"CEDI Medellín 9","Medellín","01-MAR-26",-18.56,-18.1,-.46,-18.33,2.38,4
10,"CEDI Medellín 9","Medellín","01-APR-26",-19.32,-18.56,-.76,-18.66,2.38,4
10,"CEDI Medellín 9","Medellín","01-MAY-26",-19.18,-19.32,.14,-19.02,2.38,4
10,"CEDI Medellín 9","Medellín","01-JUN-26",-17.73,-19.18,1.45,-18.74,2.38,4
10,"CEDI Medellín 9","Medellín","01-JUL-26",-19.82,-17.73,-2.09,-18.91,2.38,4
10,"CEDI Medellín 9","Medellín","01-AUG-26",-25.3,-19.82,-5.48,-20.95,2.38,4
6,"Planta Pereira 8","Pereira","01-FEB-26",6.15,,,6.15,.89,1
6,"Planta Pereira 8","Pereira","01-MAR-26",4.28,6.15,-1.87,5.22,.89,1
6,"Planta Pereira 8","Pereira","01-APR-26",5.65,4.28,1.37,5.36,.89,1
6,"Planta Pereira 8","Pereira","01-MAY-26",4.44,5.65,-1.21,4.79,.89,1
6,"Planta Pereira 8","Pereira","01-JUN-26",6.18,4.44,1.74,5.42,.89,1
6,"Planta Pereira 8","Pereira","01-JUL-26",4.06,6.18,-2.12,4.89,.89,1
13,"Planta Pereira 4","Pereira","01-FEB-26",20.02,,,20.02,1.27,2
13,"Planta Pereira 4","Pereira","01-MAR-26",20.63,20.02,.62,20.33,1.27,2
13,"Planta Pereira 4","Pereira","01-APR-26",17.32,20.63,-3.31,19.32,1.27,2
13,"Planta Pereira 4","Pereira","01-MAY-26",21.27,17.32,3.95,19.74,1.27,2
13,"Planta Pereira 4","Pereira","01-JUN-26",18.97,21.27,-2.3,19.18,1.27,2
13,"Planta Pereira 4","Pereira","01-JUL-26",19.49,18.97,.52,19.91,1.27,2
3,"Unidad de Salud Pereira 3","Pereira","01-FEB-26",4.1,,,4.1,1.3,3
3,"Unidad de Salud Pereira 3","Pereira","01-MAR-26",5.4,4.1,1.3,4.75,1.3,3
3,"Unidad de Salud Pereira 3","Pereira","01-APR-26",1.58,5.4,-3.83,3.69,1.3,3
3,"Unidad de Salud Pereira 3","Pereira","01-MAY-26",5.79,1.58,4.22,4.26,1.3,3
3,"Unidad de Salud Pereira 3","Pereira","01-JUN-26",4.4,5.79,-1.39,3.92,1.3,3
3,"Unidad de Salud Pereira 3","Pereira","01-JUL-26",5.31,4.4,.91,5.17,1.3,3
3,"Unidad de Salud Pereira 3","Pereira","01-AUG-26",4.6,5.31,-.71,4.77,1.3,3
19,"Planta Pereira 7","Pereira","01-FEB-26",19.03,,,19.03,1.53,4
19,"Planta Pereira 7","Pereira","01-MAR-26",17.96,19.03,-1.07,18.49,1.53,4
19,"Planta Pereira 7","Pereira","01-APR-26",21.68,17.96,3.72,19.55,1.53,4
19,"Planta Pereira 7","Pereira","01-MAY-26",19.62,21.68,-2.06,19.75,1.53,4
19,"Planta Pereira 7","Pereira","01-JUN-26",19.33,19.62,-.29,20.21,1.53,4
19,"Planta Pereira 7","Pereira","01-JUL-26",21.19,19.33,1.86,20.05,1.53,4
19,"Planta Pereira 7","Pereira","01-AUG-26",22.6,21.19,1.41,21.04,1.53,4
23,"Unidad de Salud Pereira 10","Pereira","01-FEB-26",18.4,,,18.4,1.89,5
23,"Unidad de Salud Pereira 10","Pereira","01-MAR-26",21.44,18.4,3.04,19.92,1.89,5
23,"Unidad de Salud Pereira 10","Pereira","01-APR-26",19.19,21.44,-2.25,19.67,1.89,5
23,"Unidad de Salud Pereira 10","Pereira","01-MAY-26",23.61,19.19,4.43,21.41,1.89,5
23,"Unidad de Salud Pereira 10","Pereira","01-JUN-26",21.36,23.61,-2.25,21.39,1.89,5
23,"Unidad de Salud Pereira 10","Pereira","01-JUL-26",18.47,21.36,-2.9,21.15,1.89,5
16,"Unidad de Salud Santa Marta 24","Santa Marta","01-FEB-26",5.6,,,5.6,.37,1
16,"Unidad de Salud Santa Marta 24","Santa Marta","01-MAR-26",5.33,5.6,-.27,5.47,.37,1
16,"Unidad de Salud Santa Marta 24","Santa Marta","01-APR-26",5.18,5.33,-.15,5.37,.37,1
16,"Unidad de Salud Santa Marta 24","Santa Marta","01-MAY-26",4.49,5.18,-.69,5,.37,1
16,"Unidad de Salud Santa Marta 24","Santa Marta","01-JUN-26",5.5,4.49,1.01,5.06,.37,1
16,"Unidad de Salud Santa Marta 24","Santa Marta","01-JUL-26",5.03,5.5,-.48,5,.37,1
14,"Unidad de Salud Santa Marta 6","Santa Marta","01-FEB-26",-21.85,,,-21.85,1.13,2
14,"Unidad de Salud Santa Marta 6","Santa Marta","01-MAR-26",-20.6,-21.85,1.25,-21.23,1.13,2
14,"Unidad de Salud Santa Marta 6","Santa Marta","01-APR-26",-21.34,-20.6,-.74,-21.26,1.13,2
14,"Unidad de Salud Santa Marta 6","Santa Marta","01-MAY-26",-21.1,-21.34,.24,-21.01,1.13,2
14,"Unidad de Salud Santa Marta 6","Santa Marta","01-JUN-26",-18.96,-21.1,2.14,-20.47,1.13,2
14,"Unidad de Salud Santa Marta 6","Santa Marta","01-JUL-26",-18.96,-18.96,0,-19.67,1.13,2
15,"CEDI Villavicencio 11","Villavicencio","01-FEB-26",19.93,,,19.93,1.08,1
15,"CEDI Villavicencio 11","Villavicencio","01-MAR-26",19.05,19.93,-.88,19.49,1.08,1
15,"CEDI Villavicencio 11","Villavicencio","01-APR-26",20.78,19.05,1.73,19.92,1.08,1
15,"CEDI Villavicencio 11","Villavicencio","01-MAY-26",18.5,20.78,-2.28,19.44,1.08,1
15,"CEDI Villavicencio 11","Villavicencio","01-JUN-26",19.24,18.5,.74,19.51,1.08,1
15,"CEDI Villavicencio 11","Villavicencio","01-JUL-26",20.42,19.24,1.18,19.39,1.08,1
15,"CEDI Villavicencio 11","Villavicencio","01-AUG-26",21.9,20.42,1.48,20.52,1.08,1
22,"CEDI Villavicencio 19","Villavicencio","01-FEB-26",-17.11,,,-17.11,1.98,2
22,"CEDI Villavicencio 19","Villavicencio","01-MAR-26",-19.49,-17.11,-2.37,-18.3,1.98,2
22,"CEDI Villavicencio 19","Villavicencio","01-APR-26",-20.45,-19.49,-.96,-19.02,1.98,2
22,"CEDI Villavicencio 19","Villavicencio","01-MAY-26",-21.3,-20.45,-.85,-20.41,1.98,2
22,"CEDI Villavicencio 19","Villavicencio","01-JUN-26",-19.74,-21.3,1.56,-20.5,1.98,2
22,"CEDI Villavicencio 19","Villavicencio","01-JUL-26",-17.37,-19.74,2.37,-19.47,1.98,2
22,"CEDI Villavicencio 19","Villavicencio","01-AUG-26",-15.3,-17.37,2.07,-17.47,1.98,2
